modelo,accuracy_train,accuracy_test,f1_train,f1_test,precision_train,precision_test,recall_train,recall_test,epochs
LSTM_PM,0.9688763333495688,0.9880732533087104,0.968068918522045,0.986719567954368,0.9684826821180136,0.9874815629749798,0.9688763333495688,0.9880732533087104,10
LSTM_PM,0.9755491695484877,0.989843028624192,0.9755361792368227,0.9893685718753329,0.9755237402279747,0.9892736989237892,0.9755491695484877,0.989843028624192,10
